ts,biomass,fossil_coal-derived_gas,fossil_gas,fossil_oil_shale,fossil_peat,hydro_run-of-river_and_pondage,other,other_renewable,solar,waste,wind_onshore,capacity_factor,installed_mw
2021-06-05 13:00:00+00:00,29.5,50.0,2.4,290.8,0.9,2.8,0.0,4.7,147.4,15.7,0.8,0.0025806451612903226,310.0
2021-06-05 14:00:00+00:00,27.5,50.7,2.4,302.9,0.6,2.5,0.0,4.7,88.3,15.2,4.7,0.015161290322580645,310.0
2021-06-05 15:00:00+00:00,29.9,51.9,2.4,299.9,0.8,2.5,0.0,4.7,38.1,15.7,8.6,0.027741935483870966,310.0
2021-06-05 16:00:00+00:00,29.8,50.9,2.4,304.6,0.8,2.5,0.0,4.7,14.7,16.2,14.2,0.045806451612903226,310.0
2021-06-05 17:00:00+00:00,32.0,46.5,2.4,309.5,1.0,2.5,0.0,4.7,4.8,16.4,24.4,0.07870967741935483,310.0
2021-06-05 18:00:00+00:00,32.3,46.2,2.4,310.3,1.0,2.5,0.0,4.7,0.5,16.4,32.2,0.1038709677419355,310.0
2021-06-05 19:00:00+00:00,32.6,50.1,2.4,278.0,1.0,2.5,0.0,4.7,0.0,16.5,34.9,0.11258064516129032,310.0
2021-06-05 20:00:00+00:00,31.4,49.6,2.4,305.4,0.9,2.5,0.0,4.7,0.0,16.7,34.7,0.11193548387096774,310.0
2021-06-05 21:00:00+00:00,30.7,49.1,2.4,286.6,0.8,2.5,0.0,4.7,0.0,16.9,37.5,0.12096774193548387,310.0
2021-06-05 22:00:00+00:00,27.4,50.7,2.4,285.7,0.6,2.5,0.0,4.7,0.0,16.4,32.4,0.10451612903225806,310.0
2021-06-05 23:00:00+00:00,28.0,61.6,2.4,288.1,0.6,2.5,0.0,4.7,0.2,16.3,26.5,0.08548387096774193,310.0
2021-06-06 00:00:00+00:00,28.5,61.3,2.4,290.5,0.6,2.5,0.0,4.7,1.5,16.5,19.7,0.0635483870967742,310.0
2021-06-06 01:00:00+00:00,29.4,51.0,2.4,291.5,0.6,2.5,0.0,4.7,8.1,16.6,7.4,0.023870967741935485,310.0
2021-06-06 02:00:00+00:00,29.7,46.6,2.4,291.7,0.6,2.5,0.0,4.7,20.8,16.7,1.5,0.004838709677419355,310.0
2021-06-06 03:00:00+00:00,32.5,48.5,2.4,288.6,1.0,2.5,0.0,4.7,60.1,16.7,0.9,0.002903225806451613,310.0
2021-06-06 04:00:00+00:00,36.7,49.0,2.4,263.0,1.2,2.8,0.0,4.7,124.8,16.7,0.9,0.002903225806451613,310.0
2021-06-06 05:00:00+00:00,37.0,49.9,2.4,267.7,1.2,2.9,0.0,4.7,185.9,16.6,0.9,0.002903225806451613,310.0
2021-06-06 06:00:00+00:00,35.5,50.6,2.4,293.7,1.1,2.9,0.0,4.7,232.2,16.8,0.9,0.002903225806451613,310.0
2021-06-06 07:00:00+00:00,35.4,50.3,2.4,291.3,1.1,2.9,0.0,4.7,252.5,16.7,0.9,0.002903225806451613,310.0
2021-06-06 08:00:00+00:00,35.5,50.6,2.4,263.3,1.1,2.9,0.0,4.7,252.3,16.6,0.9,0.002903225806451613,310.0
2021-06-06 09:00:00+00:00,35.2,49.4,2.4,247.8,1.1,2.9,0.0,4.7,234.2,16.7,0.9,0.002903225806451613,310.0
2021-06-06 10:00:00+00:00,33.0,50.3,2.4,247.0,1.0,2.9,0.0,4.7,229.3,16.4,0.9,0.002903225806451613,310.0
2021-06-06 11:00:00+00:00,33.2,50.0,2.4,258.2,1.1,2.9,0.0,4.7,210.1,16.2,0.9,0.002903225806451613,310.0
2021-06-06 12:00:00+00:00,32.8,61.4,2.4,244.4,1.1,2.7,0.0,4.7,189.0,16.5,0.2,0.0006451612903225806,310.0
2021-06-06 13:00:00+00:00,30.8,61.4,2.4,183.0,0.9,2.9,0.0,4.7,143.9,16.9,10.6,0.034193548387096775,310.0
2021-06-06 14:00:00+00:00,31.7,58.7,2.4,184.9,1.0,2.9,0.0,4.7,89.5,17.0,14.4,0.04645161290322581,310.0
2021-06-06 15:00:00+00:00,31.8,55.7,2.4,243.5,1.0,2.9,0.0,4.7,36.7,16.9,17.6,0.0567741935483871,310.0
2021-06-06 16:00:00+00:00,30.6,58.2,2.4,238.1,0.9,2.9,0.0,4.7,14.5,16.7,17.4,0.05612903225806451,310.0
2021-06-06 17:00:00+00:00,32.7,61.8,2.4,238.3,1.0,2.8,0.0,4.7,4.8,16.6,17.4,0.05612903225806451,310.0
2021-06-06 18:00:00+00:00,32.5,62.9,2.4,237.7,1.0,2.5,0.0,4.7,0.9,16.6,21.1,0.06806451612903226,310.0
2021-06-06 19:00:00+00:00,32.7,62.9,2.4,241.4,1.0,2.5,0.0,4.7,0.0,16.7,21.7,0.06999999999999999,310.0
2021-06-06 20:00:00+00:00,31.2,62.8,2.4,245.4,0.9,2.5,0.0,4.7,0.0,16.6,22.0,0.07096774193548387,310.0
2021-06-06 21:00:00+00:00,30.3,61.9,2.4,322.6,0.9,2.5,0.0,4.7,0.0,16.5,21.1,0.06806451612903226,310.0
2021-06-06 22:00:00+00:00,26.9,62.5,2.4,332.9,0.6,2.5,0.0,4.7,0.0,16.2,26.1,0.08419354838709678,310.0
2021-06-06 23:00:00+00:00,28.1,63.2,2.4,333.2,0.6,2.5,0.0,4.7,0.2,16.0,37.9,0.12225806451612903,310.0
2021-06-07 00:00:00+00:00,29.0,63.3,2.4,351.9,0.6,2.5,0.0,4.7,1.7,16.4,34.5,0.11129032258064517,310.0
2021-06-07 01:00:00+00:00,30.7,62.5,2.4,354.1,0.8,2.5,0.0,4.7,8.7,16.6,28.0,0.09032258064516129,310.0
2021-06-07 02:00:00+00:00,32.4,62.7,2.4,359.2,0.9,2.5,0.0,4.7,21.2,16.5,19.7,0.0635483870967742,310.0
2021-06-07 03:00:00+00:00,38.9,63.1,2.4,358.3,1.5,2.5,0.0,4.7,57.8,16.7,9.7,0.03129032258064516,310.0
2021-06-07 04:00:00+00:00,43.8,62.5,4.1,363.5,1.9,2.5,0.0,4.7,118.9,16.8,0.8,0.0025806451612903226,310.0
2021-06-07 05:00:00+00:00,43.9,64.1,4.1,361.8,2.0,2.5,0.0,4.7,180.2,16.7,0.8,0.0025806451612903226,310.0
2021-06-07 06:00:00+00:00,43.7,64.2,4.1,357.4,1.9,2.5,0.0,4.7,227.8,16.6,0.8,0.0025806451612903226,310.0
2021-06-07 07:00:00+00:00,42.3,63.4,4.1,367.4,1.9,2.5,0.0,4.7,251.9,16.6,0.8,0.0025806451612903226,310.0
2021-06-07 08:00:00+00:00,41.7,63.6,4.1,401.4,1.9,2.5,0.0,4.7,253.1,16.6,0.8,0.0025806451612903226,310.0
2021-06-07 09:00:00+00:00,41.7,62.1,4.1,399.8,1.9,2.6,0.0,4.7,233.8,16.6,0.8,0.0025806451612903226,310.0
2021-06-07 10:00:00+00:00,39.6,64.1,4.1,374.3,1.8,3.2,0.0,4.7,221.0,16.8,0.7,0.002258064516129032,310.0
2021-06-07 11:00:00+00:00,39.7,64.2,4.1,383.1,1.8,3.3,0.0,4.7,212.4,17.0,2.2,0.0070967741935483875,310.0
2021-06-07 12:00:00+00:00,39.7,63.7,4.1,293.1,1.8,3.3,0.0,4.7,192.0,16.9,16.3,0.052580645161290324,310.0
2021-06-07 13:00:00+00:00,40.7,63.2,4.1,374.6,1.9,3.2,0.0,4.7,151.2,16.3,24.5,0.07903225806451612,310.0
2021-06-07 14:00:00+00:00,40.5,63.3,4.0,397.8,1.9,2.7,0.0,4.7,89.0,16.7,28.1,0.09064516129032259,310.0
2021-06-07 15:00:00+00:00,39.2,64.0,2.4,396.8,1.7,2.5,0.0,4.7,36.0,16.6,13.6,0.04387096774193548,310.0
2021-06-07 16:00:00+00:00,35.8,64.5,2.4,399.1,1.5,2.5,0.0,4.7,13.7,16.6,8.6,0.027741935483870966,310.0
2021-06-07 17:00:00+00:00,35.4,63.3,2.4,397.8,1.4,2.5,0.0,4.7,4.6,16.8,8.0,0.025806451612903226,310.0
2021-06-07 18:00:00+00:00,32.6,62.7,2.4,399.2,1.1,2.5,0.0,4.7,0.4,16.8,11.8,0.038064516129032264,310.0
2021-06-07 19:00:00+00:00,30.0,62.2,2.4,398.4,0.9,2.5,0.0,4.7,0.0,15.9,11.4,0.036774193548387096,310.0
2021-06-07 20:00:00+00:00,28.5,62.1,2.4,392.2,0.8,2.5,0.0,4.7,0.0,16.0,7.7,0.024838709677419354,310.0
2021-06-07 21:00:00+00:00,27.8,62.7,2.4,370.0,0.7,2.5,0.0,4.7,0.0,16.2,7.9,0.025483870967741937,310.0
2021-06-07 22:00:00+00:00,24.7,62.9,2.4,367.7,0.4,2.5,0.0,4.7,0.0,16.5,7.9,0.025483870967741937,310.0
2021-06-07 23:00:00+00:00,25.4,63.7,2.4,356.9,0.4,2.5,0.0,4.7,0.2,16.5,7.4,0.023870967741935485,310.0
2021-06-08 00:00:00+00:00,25.7,63.9,2.4,383.5,0.4,2.5,0.0,4.7,1.9,16.5,8.4,0.02709677419354839,310.0
2021-06-08 01:00:00+00:00,26.2,62.1,2.4,387.1,0.5,2.5,0.0,4.7,9.5,15.5,1.8,0.005806451612903226,310.0
2021-06-08 02:00:00+00:00,30.4,61.6,2.4,387.6,0.8,2.5,0.0,4.7,23.1,15.5,0.4,0.0012903225806451613,310.0
2021-06-08 03:00:00+00:00,35.7,61.6,2.5,387.2,1.3,2.5,0.0,4.7,59.0,16.8,0.7,0.002258064516129032,310.0
2021-06-08 04:00:00+00:00,42.1,64.0,3.9,388.8,1.8,2.5,0.0,4.7,115.3,17.0,0.7,0.002258064516129032,310.0
2021-06-08 05:00:00+00:00,42.1,63.7,2.9,389.5,1.9,2.5,0.0,4.7,171.6,16.7,0.7,0.002258064516129032,310.0
2021-06-08 06:00:00+00:00,43.0,64.0,4.1,392.2,1.9,2.5,0.0,4.7,215.9,16.7,0.7,0.002258064516129032,310.0
2021-06-08 07:00:00+00:00,42.4,64.0,3.8,391.3,1.9,2.5,0.0,4.7,241.0,16.3,0.7,0.002258064516129032,310.0
2021-06-08 08:00:00+00:00,41.4,63.0,4.1,392.2,1.9,2.5,0.0,4.7,245.3,16.6,0.7,0.002258064516129032,310.0
2021-06-08 09:00:00+00:00,39.8,64.0,4.1,391.9,1.9,2.5,0.0,4.7,235.5,16.3,0.5,0.0016129032258064516,310.0
2021-06-08 10:00:00+00:00,38.6,64.1,4.1,390.3,1.8,2.5,0.0,4.5,217.3,16.3,2.6,0.008387096774193548,310.0
2021-06-08 11:00:00+00:00,39.8,64.1,4.1,394.5,1.9,2.5,0.0,4.5,191.9,16.5,0.2,0.0006451612903225806,310.0
2021-06-08 12:00:00+00:00,40.1,64.1,4.1,397.5,1.9,2.5,0.0,4.6,152.2,16.7,0.5,0.0016129032258064516,310.0
2021-06-08 13:00:00+00:00,40.1,64.2,4.1,393.1,1.9,2.5,0.0,4.5,110.6,16.1,0.5,0.0016129032258064516,310.0
2021-06-08 14:00:00+00:00,40.8,64.1,4.0,400.4,1.9,2.5,0.0,4.6,65.2,16.3,1.3,0.004193548387096774,310.0
2021-06-08 15:00:00+00:00,38.2,64.3,2.4,396.8,1.7,2.5,0.0,4.6,31.8,16.4,5.8,0.018709677419354837,310.0
2021-06-08 16:00:00+00:00,36.7,64.6,2.4,397.9,1.5,2.5,0.0,4.6,16.6,16.3,12.1,0.03903225806451613,310.0
2021-06-08 17:00:00+00:00,36.1,64.5,2.4,391.7,1.5,2.5,0.0,4.7,6.0,16.3,19.6,0.06322580645161291,310.0
2021-06-08 18:00:00+00:00,36.8,64.4,2.4,390.7,1.5,2.5,0.0,4.7,0.7,15.9,9.3,0.030000000000000002,310.0
2021-06-08 19:00:00+00:00,36.3,64.4,2.4,390.3,1.5,2.5,0.0,4.7,0.0,15.8,10.8,0.03483870967741936,310.0
2021-06-08 20:00:00+00:00,35.9,64.3,2.4,367.7,1.4,2.5,0.0,4.7,0.0,16.1,7.2,0.023225806451612905,310.0
2021-06-08 21:00:00+00:00,35.0,64.6,2.4,372.9,1.4,2.9,0.0,4.5,0.0,16.0,5.1,0.016451612903225804,310.0
2021-06-08 22:00:00+00:00,32.3,64.5,2.4,355.4,1.2,2.9,0.0,4.5,0.0,16.0,3.2,0.01032258064516129,310.0
2021-06-08 23:00:00+00:00,35.8,64.5,2.4,366.7,1.4,2.9,0.0,4.5,0.1,15.9,3.5,0.01129032258064516,310.0
2021-06-09 00:00:00+00:00,36.6,64.2,2.4,369.5,1.5,2.9,0.0,4.5,2.1,15.8,3.5,0.01129032258064516,310.0
2021-06-09 01:00:00+00:00,36.1,63.5,2.4,383.8,1.5,2.9,0.0,4.5,10.2,15.5,0.7,0.002258064516129032,310.0
2021-06-09 02:00:00+00:00,36.1,47.0,2.4,389.7,1.5,2.9,0.0,4.5,24.4,15.8,0.9,0.002903225806451613,310.0
2021-06-09 03:00:00+00:00,37.9,44.8,2.4,388.0,1.7,2.9,0.0,4.8,61.8,16.5,0.9,0.002903225806451613,310.0
2021-06-09 04:00:00+00:00,39.8,43.4,4.1,390.4,1.9,2.9,0.0,5.0,121.7,16.2,0.9,0.002903225806451613,310.0
2021-06-09 05:00:00+00:00,39.4,44.5,4.1,372.8,1.9,2.9,0.0,5.0,181.8,16.3,0.9,0.002903225806451613,310.0
2021-06-09 06:00:00+00:00,39.7,44.1,4.1,397.1,1.9,2.5,0.0,3.7,233.2,16.2,0.9,0.002903225806451613,310.0
2021-06-09 07:00:00+00:00,39.6,43.7,4.1,393.6,1.9,2.2,0.0,3.4,252.6,15.8,0.9,0.002903225806451613,310.0
2021-06-09 08:00:00+00:00,39.7,44.4,4.1,392.6,1.9,2.2,0.0,3.4,255.3,16.2,0.9,0.002903225806451613,310.0
2021-06-09 09:00:00+00:00,39.3,46.7,4.1,390.2,1.9,2.2,0.0,3.4,251.3,16.2,0.9,0.002903225806451613,310.0
2021-06-09 10:00:00+00:00,38.0,51.2,4.1,393.7,1.8,2.2,0.0,3.4,244.0,16.4,0.9,0.002903225806451613,310.0
2021-06-09 11:00:00+00:00,38.5,49.3,4.1,391.6,1.9,2.2,0.0,3.4,219.2,16.5,0.9,0.002903225806451613,310.0
2021-06-09 12:00:00+00:00,38.9,51.7,4.1,386.7,1.9,2.2,0.0,3.4,201.6,16.4,0.7,0.002258064516129032,310.0
2021-06-09 13:00:00+00:00,39.2,50.8,4.1,347.6,1.9,2.2,0.0,4.1,145.2,15.7,0.6,0.001935483870967742,310.0
2021-06-09 14:00:00+00:00,40.1,51.1,4.0,277.1,1.9,2.2,0.0,4.6,85.9,15.8,0.1,0.0003225806451612903,310.0
2021-06-09 15:00:00+00:00,39.3,50.5,2.4,255.9,1.7,2.2,0.0,4.8,38.7,16.4,6.8,0.02193548387096774,310.0
2021-06-09 16:00:00+00:00,39.3,51.4,2.4,258.6,1.7,2.5,0.0,4.9,16.1,15.9,5.1,0.016451612903225804,310.0
2021-06-09 17:00:00+00:00,39.8,51.4,2.4,257.3,1.8,2.5,0.0,5.0,5.9,16.0,4.1,0.013225806451612901,310.0
2021-06-09 18:00:00+00:00,37.9,50.6,2.4,265.6,1.6,2.5,0.0,5.0,0.7,15.9,5.1,0.016451612903225804,310.0
2021-06-09 19:00:00+00:00,37.3,50.8,2.4,265.1,1.6,2.5,0.0,5.0,0.0,16.5,6.4,0.02064516129032258,310.0
2021-06-09 20:00:00+00:00,36.3,50.7,2.4,266.1,1.5,2.5,0.0,5.0,0.0,16.4,4.7,0.015161290322580645,310.0
2021-06-09 21:00:00+00:00,35.7,50.8,2.4,271.9,1.4,2.5,0.0,5.0,0.0,16.5,3.7,0.011935483870967743,310.0
2021-06-09 22:00:00+00:00,32.6,50.0,2.4,276.5,1.2,2.5,0.0,5.0,0.1,16.4,5.8,0.018709677419354837,310.0
2021-06-09 23:00:00+00:00,36.4,51.0,2.4,296.4,1.5,2.5,0.0,5.0,0.3,16.3,6.9,0.022258064516129033,310.0
2021-06-10 00:00:00+00:00,36.6,51.2,2.4,305.8,1.5,2.5,0.0,5.0,2.4,16.1,11.0,0.035483870967741936,310.0
2021-06-10 01:00:00+00:00,37.0,51.7,2.4,307.8,1.5,2.5,0.0,5.0,10.1,15.8,10.5,0.03387096774193549,310.0
2021-06-10 02:00:00+00:00,37.8,51.3,2.4,381.8,1.6,2.5,0.0,5.0,23.4,15.9,3.7,0.011935483870967743,310.0
2021-06-10 03:00:00+00:00,40.1,50.6,2.4,408.7,1.8,2.5,0.0,5.1,61.6,16.3,0.9,0.002903225806451613,310.0
2021-06-10 04:00:00+00:00,43.3,50.8,4.1,414.2,2.0,2.5,0.0,4.3,124.7,16.1,0.9,0.002903225806451613,310.0
2021-06-10 05:00:00+00:00,42.4,52.1,4.1,408.0,2.0,2.5,0.0,3.4,189.3,16.3,0.9,0.002903225806451613,310.0
2021-06-10 06:00:00+00:00,41.7,51.3,4.1,373.7,2.0,2.5,0.0,3.4,235.5,16.3,0.9,0.002903225806451613,310.0
2021-06-10 07:00:00+00:00,41.9,51.8,4.1,336.7,2.0,2.5,0.0,3.4,250.1,15.8,23.0,0.07419354838709677,310.0
2021-06-10 08:00:00+00:00,42.7,53.4,4.1,376.2,2.0,2.5,0.0,4.4,241.5,15.9,35.1,0.11322580645161291,310.0
2021-06-10 09:00:00+00:00,43.7,51.4,4.1,404.9,2.0,2.5,0.0,5.0,217.5,16.4,37.2,0.12000000000000001,310.0
2021-06-10 10:00:00+00:00,42.2,50.0,4.1,387.4,1.9,2.5,0.0,4.9,198.7,16.6,41.1,0.13258064516129034,310.0
2021-06-10 11:00:00+00:00,42.3,49.8,4.1,361.2,2.0,2.5,0.0,4.9,195.5,16.9,37.8,0.12193548387096774,310.0
2021-06-10 12:00:00+00:00,42.7,50.4,4.1,363.2,2.0,2.5,0.0,4.9,180.6,16.7,37.3,0.12032258064516128,310.0
2021-06-10 13:00:00+00:00,42.8,51.1,4.1,353.5,2.0,2.5,0.0,4.8,142.0,16.1,33.5,0.10806451612903226,310.0
2021-06-10 14:00:00+00:00,42.9,51.8,4.1,363.1,2.0,2.5,0.0,4.8,83.7,16.4,27.9,0.09,310.0
2021-06-10 15:00:00+00:00,42.4,51.7,2.4,362.9,2.0,2.5,0.0,4.8,37.6,16.7,15.2,0.049032258064516124,310.0
2021-06-10 16:00:00+00:00,41.1,51.1,2.4,366.0,1.8,2.5,0.0,4.8,15.7,16.6,12.7,0.040967741935483866,310.0
2021-06-10 17:00:00+00:00,41.6,51.7,2.4,364.3,1.9,2.5,0.0,4.8,6.4,16.6,9.6,0.03096774193548387,310.0
2021-06-10 18:00:00+00:00,38.8,50.4,2.4,368.0,1.7,2.5,0.0,4.9,0.7,16.5,12.7,0.040967741935483866,310.0
2021-06-10 19:00:00+00:00,35.0,50.9,2.4,362.3,1.3,2.5,0.0,4.9,0.8,16.6,17.9,0.057741935483870965,310.0
2021-06-10 20:00:00+00:00,31.1,50.7,2.4,363.4,1.0,2.5,0.0,4.9,0.0,16.7,21.1,0.06806451612903226,310.0
2021-06-10 21:00:00+00:00,28.5,51.1,2.4,363.0,0.8,2.5,0.0,4.8,0.0,16.8,14.5,0.0467741935483871,310.0
2021-06-10 22:00:00+00:00,25.0,51.5,2.4,362.4,0.5,2.5,0.0,4.9,0.0,16.6,13.2,0.04258064516129032,310.0
2021-06-10 23:00:00+00:00,26.0,51.5,2.4,354.9,0.5,2.5,0.0,4.9,0.2,16.6,11.7,0.03774193548387097,310.0
2021-06-11 00:00:00+00:00,27.4,51.0,2.4,359.6,0.6,2.5,0.0,5.0,2.1,16.2,6.8,0.02193548387096774,310.0
2021-06-11 01:00:00+00:00,30.6,51.1,2.4,350.2,0.9,2.5,0.0,5.0,9.6,15.9,8.6,0.027741935483870966,310.0
2021-06-11 02:00:00+00:00,33.5,51.6,2.4,361.9,1.2,2.5,0.0,5.0,23.1,16.1,7.7,0.024838709677419354,310.0
2021-06-11 03:00:00+00:00,39.6,51.3,2.5,363.4,1.8,2.5,0.0,5.0,61.7,16.6,12.0,0.03870967741935484,310.0
2021-06-11 04:00:00+00:00,41.9,50.4,4.1,364.4,2.0,2.5,0.0,5.0,126.0,16.6,20.3,0.06548387096774194,310.0
2021-06-11 05:00:00+00:00,41.2,50.2,4.1,365.8,2.0,2.5,0.0,4.3,190.8,16.6,27.3,0.08806451612903227,310.0
2021-06-11 06:00:00+00:00,41.5,52.2,4.1,373.5,2.0,2.5,0.0,4.8,237.1,16.5,32.9,0.10612903225806451,310.0
2021-06-11 07:00:00+00:00,41.3,53.4,4.1,375.5,2.0,2.5,0.0,4.6,241.2,16.7,33.4,0.10774193548387097,310.0
2021-06-11 08:00:00+00:00,41.5,53.1,4.1,382.0,2.0,2.5,0.0,4.9,236.5,16.7,38.5,0.12419354838709677,310.0
2021-06-11 09:00:00+00:00,41.8,49.4,4.1,407.6,2.0,2.5,0.0,4.9,225.2,16.4,37.2,0.12000000000000001,310.0
2021-06-11 10:00:00+00:00,40.4,51.3,4.1,408.7,1.9,2.5,0.0,4.9,224.4,16.5,36.3,0.11709677419354837,310.0
2021-06-11 11:00:00+00:00,41.4,52.4,3.4,407.6,2.0,2.5,0.0,4.9,186.1,16.6,41.1,0.13258064516129034,310.0
2021-06-11 12:00:00+00:00,41.6,51.1,4.1,382.5,1.9,2.5,0.0,4.9,176.3,16.4,26.5,0.08548387096774193,310.0
2021-06-11 13:00:00+00:00,42.5,51.2,4.1,383.5,2.0,2.5,0.0,5.0,144.5,15.8,23.8,0.0767741935483871,310.0
2021-06-11 14:00:00+00:00,42.4,52.1,4.1,405.6,2.0,2.5,0.0,5.0,94.8,16.0,22.2,0.07161290322580645,310.0
2021-06-11 15:00:00+00:00,41.9,53.3,2.5,403.6,2.0,2.5,0.0,5.0,41.2,16.3,20.3,0.06548387096774194,310.0
2021-06-11 16:00:00+00:00,41.0,53.4,2.4,412.3,1.9,2.5,0.0,5.0,16.1,16.4,7.9,0.025483870967741937,310.0
2021-06-11 17:00:00+00:00,42.4,51.1,2.4,409.1,2.0,2.5,0.0,5.0,5.7,16.4,12.1,0.03903225806451613,310.0
2021-06-11 18:00:00+00:00,40.3,50.6,2.4,405.5,1.8,2.5,0.0,5.1,0.7,16.2,25.4,0.08193548387096773,310.0
2021-06-11 19:00:00+00:00,37.1,50.9,2.4,397.1,1.5,2.5,0.0,5.1,0.7,16.3,28.4,0.09161290322580645,310.0
2021-06-11 20:00:00+00:00,32.4,50.6,2.4,357.0,1.1,2.5,0.0,5.1,0.0,16.4,45.6,0.14709677419354839,310.0
2021-06-11 21:00:00+00:00,29.3,50.6,2.4,289.4,0.8,2.5,0.0,5.1,0.0,16.6,60.1,0.1938709677419355,310.0
2021-06-11 22:00:00+00:00,26.4,50.6,2.4,284.0,0.6,2.5,0.0,5.1,0.0,16.4,59.5,0.19193548387096773,310.0
2021-06-11 23:00:00+00:00,29.9,50.4,2.4,281.1,0.6,2.5,0.0,5.1,0.1,16.6,62.5,0.20161290322580644,310.0
2021-06-12 00:00:00+00:00,31.7,48.7,2.4,258.5,0.6,2.5,0.0,5.1,2.4,16.4,53.9,0.17387096774193547,310.0
2021-06-12 01:00:00+00:00,32.4,48.5,2.4,254.5,0.6,2.5,0.0,5.1,12.1,16.0,58.3,0.18806451612903224,310.0
2021-06-12 02:00:00+00:00,32.8,47.8,2.4,269.6,0.6,2.5,0.0,5.1,31.2,16.0,58.2,0.18774193548387097,310.0
2021-06-12 03:00:00+00:00,34.9,47.3,2.4,312.9,0.8,2.5,0.0,5.1,61.9,16.3,53.7,0.17322580645161292,310.0
2021-06-12 04:00:00+00:00,35.4,48.5,2.4,312.4,1.0,2.5,0.0,5.1,113.1,15.6,57.9,0.1867741935483871,310.0
2021-06-12 05:00:00+00:00,34.4,49.6,2.4,303.9,0.9,2.5,0.0,5.0,174.7,16.3,84.1,0.2712903225806451,310.0
2021-06-12 06:00:00+00:00,33.2,50.8,2.4,250.7,0.9,2.4,0.0,5.0,213.9,16.5,105.4,0.34,310.0
2021-06-12 07:00:00+00:00,32.9,50.6,2.4,250.9,0.9,2.5,0.0,5.0,228.2,15.9,123.6,0.3987096774193548,310.0
2021-06-12 08:00:00+00:00,32.7,49.1,2.4,300.7,0.9,2.5,0.0,5.0,213.3,15.6,140.4,0.45290322580645165,310.0
2021-06-12 09:00:00+00:00,32.9,49.4,2.4,300.2,0.9,2.5,0.0,5.0,189.6,15.9,145.5,0.4693548387096774,310.0
2021-06-12 10:00:00+00:00,32.0,48.8,2.4,263.2,0.8,2.5,0.0,5.0,161.7,16.1,134.6,0.43419354838709673,310.0
2021-06-12 11:00:00+00:00,32.5,48.6,2.4,300.1,0.9,2.5,0.0,5.0,134.8,16.5,56.5,0.18225806451612903,310.0
2021-06-12 12:00:00+00:00,33.0,47.9,2.4,288.5,0.9,2.5,0.0,5.0,119.2,16.2,53.9,0.17387096774193547,310.0
2021-06-12 13:00:00+00:00,32.4,47.3,2.4,301.1,0.9,2.5,0.0,5.0,88.6,15.8,49.6,0.16,310.0
2021-06-12 14:00:00+00:00,32.6,48.6,2.4,312.6,0.8,2.5,0.0,5.0,52.7,16.3,35.5,0.11451612903225807,310.0
2021-06-12 15:00:00+00:00,31.7,49.5,2.4,316.9,0.8,2.5,0.0,5.0,27.1,16.7,35.2,0.1135483870967742,310.0
2021-06-12 16:00:00+00:00,31.1,48.5,2.4,314.6,0.7,2.5,0.0,4.9,11.9,16.5,26.0,0.08387096774193549,310.0
2021-06-12 17:00:00+00:00,33.1,48.1,2.4,276.2,0.9,2.5,0.0,4.9,4.3,16.4,22.4,0.07225806451612903,310.0
2021-06-12 18:00:00+00:00,33.7,48.0,2.4,255.1,0.9,2.5,0.0,4.9,0.3,16.5,22.6,0.07290322580645162,310.0
2021-06-12 19:00:00+00:00,33.7,47.1,2.4,260.4,0.9,2.5,0.0,4.9,0.2,16.5,18.0,0.05806451612903226,310.0
2021-06-12 20:00:00+00:00,32.5,47.4,2.4,182.0,0.8,2.5,0.0,4.9,0.0,16.6,12.7,0.040967741935483866,310.0
2021-06-12 21:00:00+00:00,31.8,46.4,2.4,43.7,0.7,2.5,0.0,4.8,0.0,16.4,11.6,0.03741935483870967,310.0
2021-06-12 22:00:00+00:00,28.7,46.3,2.4,44.0,0.5,2.5,0.0,4.8,0.0,16.3,19.8,0.06387096774193549,310.0
2021-06-12 23:00:00+00:00,30.0,45.7,2.4,36.5,0.5,2.5,0.0,4.8,0.1,16.3,19.5,0.06290322580645161,310.0
2021-06-13 00:00:00+00:00,30.4,46.4,2.4,31.2,0.5,2.5,0.0,4.8,1.2,15.9,18.1,0.058387096774193556,310.0
2021-06-13 01:00:00+00:00,29.7,45.6,2.4,22.4,0.5,2.5,0.0,4.7,7.8,15.7,42.0,0.13548387096774195,310.0
2021-06-13 02:00:00+00:00,28.9,46.5,2.4,28.6,0.5,2.5,0.0,4.7,20.5,16.1,63.9,0.2061290322580645,310.0
2021-06-13 03:00:00+00:00,29.4,47.8,2.4,100.7,0.5,2.5,0.0,4.7,36.6,15.7,106.5,0.3435483870967742,310.0
2021-06-13 04:00:00+00:00,28.8,47.0,2.4,168.4,0.5,2.5,0.0,4.7,56.4,16.1,148.1,0.47774193548387095,310.0
2021-06-13 05:00:00+00:00,28.4,47.7,2.4,182.0,0.5,2.5,0.0,4.8,82.0,16.2,150.1,0.4841935483870968,310.0
2021-06-13 06:00:00+00:00,29.3,48.5,2.4,264.5,0.6,2.5,0.0,4.7,94.3,16.5,144.8,0.46709677419354845,310.0
2021-06-13 07:00:00+00:00,32.9,48.7,2.4,274.8,0.8,2.5,0.0,4.7,116.6,16.9,135.8,0.4380645161290323,310.0
